2015/09/10,21:03:12.01,156,bin,1368,2144,1992,2093,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964

2015/09/10,21:03:12.43,156,bin,1368,2147,1992,2092,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966

2015/09/10,21:03:13.43,156,bin,1368,2145,1992,2092,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964

2015/09/10,21:03:14.43,156,bin,1367,2133,1992,2091,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950

2015/09/10,21:03:15.43,156,bin,1363,2098,1992,2091,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911

2015/09/10,21:03:16.43,156,bin,1363,2100,1992,2090,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911

2015/09/10,21:03:17.43,156,bin,1363,2097,1992,2089,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908

2015/09/10,21:03:18.43,156,bin,1364,2095,1992,2089,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907

2015/09/10,21:03:19.43,156,bin,1364,2104,1992,2088,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915

2015/09/10,21:03:20.43,156,bin,1365,2108,1991,2088,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919

2015/09/10,21:03:21.43,156,bin,1365,2117,1992,2087,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928

2015/09/10,21:03:22.43,156,bin,1366,2126,1992,2086,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937

2015/09/10,21:03:23.43,156,bin,1366,2137,1992,2085,102,105,2093,2327,0,2,105,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944

2015/09/10,21:03:24.43,156,bin,1365,2138,1992,2085,102,105,2093,2327,0,2,105,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944

2015/09/10,21:03:25.43,156,bin,1364,2094,1992,2085,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901

2015/09/10,21:03:26.43,156,bin,1362,2085,1992,2084,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889

2015/09/10,21:03:27.43,156,bin,1363,2093,1992,2083,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897

2015/09/10,21:03:28.43,156,bin,1363,2098,1992,2083,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902

2015/09/10,21:03:29.43,156,bin,1362,2100,1992,2082,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902

2015/09/10,21:03:30.43,156,bin,1362,2101,1992,2082,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903

2015/09/10,21:03:31.43,156,bin,1363,2102,1992,2081,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904

2015/09/10,21:03:32.43,156,bin,1363,2105,1992,2081,102,106,2093,2327,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908

2015/09/10,21:03:33.43,156,bin,1364,2104,1992,2080,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906

2015/09/10,21:03:34.43,156,bin,1364,2111,1992,2080,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913

2015/09/10,21:03:35.43,156,bin,1364,2123,1992,2079,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924

2015/09/10,21:03:36.43,156,bin,1364,2130,1992,2079,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931

2015/09/10,21:03:37.43,156,bin,1365,2136,1992,2078,102,106,2093,2326,0,3,106,0,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937

